id_abt,id_buy,name_abt,name_buy,label,run1_pred,run2_pred,run3_pred,run4_pred,run5_pred,agreement_rate,majority_pred
33581,203379250,Panasonic VIERA 46' Plasma Flat Panel 1080p HDTV In Black - TH46PZ80U,LG Electronics WM0642HW Front Load Washing Machine with 7 Washing Programs,0,0,0,0,0,0,1.0,0
32889,203022202,Pioneer Sirius Bus Interface - CDSB10,Pioneer Car Audio Remote Control - CDVC1,0,0,0,0,0,0,1.0,0
37310,208079230,Sony VAIO CS Series Red Notebook Computer - VGNCS180JR,"Samsung PN50A650 50' 1080p Plasma HDTV - 1,000,000:1 Dynamic Contrast Ratio - Anti Burn-in Technology",0,0,0,0,0,0,1.0,0
35552,90139585,Garmin Vehicle Adjustable Suction Cup Mount - 0101082303,Canon NB-2LH Battery Pack - 9612A001,0,0,0,0,0,0,1.0,0
36029,208370418,Canon NB-5L Lithium Battery - 1135B001,3G iPhone Black ToughSkin - IPH3G-BLK-TS,0,0,0,0,0,0,1.0,0
34136,207897840,Samsung 61' Black DLP Projection HDTV - HL61A650,Sharp LC26DV24U 26' TV/DVD Combo,0,0,0,0,0,0,1.0,0
33922,208410812,Panasonic Black DVD Home Theater Sound System - SCPT760,Nintendo DS Lite (Metallic Silver),0,0,0,0,0,0,1.0,0
34941,207535265,Sony 7.1 Channel Black A/V Receiver - STRDG820,Lasonic LTA-260 ATSC Converter Box,0,0,0,0,0,0,1.0,0
34126,10412590,Belkin Cush Top For Computer Laptop - F8N044SLV,Netgear RangeMax WPN802 Wireless Access Point - WPN802NA,0,0,0,0,0,0,1.0,0
38876,206678505,Apple iWork 09 Software Individual Pack For Mac - MB942ZA,MONSTER A IP FM-CH 250 iCarPlay Wireless 250 FM Transmitter for iPod & iPhone - AIPFM-CH250,0,0,0,0,0,0,1.0,0
34624,207465587,Sony 7.1 Channel Black A/V Receiver - STRDG720,Panasonic Lumix DMC-TZ5 Digital Camera - Silver,0,0,0,0,0,0,1.0,0
34286,209687172,Omnimount Moda Collection Series Dark Espresso TV Stand - ECHO50,Panasonic Lumix DMC-FZ28 Digital Camera - Black,0,0,0,0,0,0,1.0,0
26695,207464921,Lowepro SlingShot 200 AW Digital Camera Back Pack - SLINGSHOT200AW,Yamaha NS-AW190 All-Weather Speaker System - NS-AW190BL,0,0,0,0,0,0,1.0,0
36515,202985806,Panasonic Black Lumix 10.1 Megapixel Digital Camera - DMCFZ28K,LG Electronics LG WSTK1 Washer/Dryer Stacking Kit: White,0,0,0,0,0,0,1.0,0
38781,203379234,Griffin Black TuneBuds Mobile For iPod And iPhone - 9410TUNBMBLB,LG Electronics DLE0442W XL Load Capacity with NeveRust Stainless Steel Drum,0,0,0,0,0,0,1.0,0
34009,210399915,Samsung 46' Series 6 LCD Black Flat Panel HDTV - LN46A650,LG 42LG30 42' LCD TV,0,0,0,0,0,0,1.0,0
26445,206928359,Nyko PlayStation 3 ChargeLink USB Charging Cable - 743840830009,Garmin Adjustable Vehicle Suction Cup - 010-10823-03,0,0,0,0,0,0,1.0,0
35810,209026638,Canon KP-36IP Color Ink & Paper Set - 7737A001,Toshiba 52RV535U - 52' Widescreen 1080p LCD HDTV w/ Cinespeed - Piano Black,0,0,0,0,0,0,1.0,0
37010,206362873,Onkyo Black Stereo Receiver - TX8255,Apple Mac mini Desktop - MB138LL/A,0,0,0,0,0,0,1.0,0
34127,202143942,Belkin Cush Top For Computer Laptop - F8N044GRN,Sanus VCD/DVD Wall Mount - VMAVB,0,0,0,0,0,0,1.0,0
33582,206462228,Panasonic VIERA 50' Plasma Flat Panel 1080p HDTV In Black - TH50PZ80U,Linksys RangePlus WRT160N 4-Port Wireless-N Broadband Router - WRT160N,0,0,0,0,0,0,1.0,0
34278,207959798,Sony 5.1 Channel Black A/V Receiver - STRDG520,"Samsung LN52A750 - 52' 1080P LCD HDTV - 50,000:1 Dynamic Contrast Ratio - 120Hz - 6ms Response Time",0,0,0,0,0,0,1.0,0
34708,205106048,Onkyo Black CD Receiver System - CS325,Garmin Suction cup mount/12-volt adapter kit - 010-10979-00,0,0,0,0,0,0,1.0,0
33493,208294724,Canon PIXMA MX850 Multifunction Printer - MX850C,Panasonic Viera TH-46PZ850U 46' Plasma TV - TH46PZ850U,0,0,0,0,0,0,1.0,0
34962,205886768,LG LFX25971SB 24.7 Cu. Ft. Smooth Black French Door Bottom Freezer Refrigerator - LFX25971BK,PlayStation 3 Charging Dock for PS3 Wireless Controllers by Nyko - 83053,0,0,0,0,0,0,1.0,0
29758,208890628,Canon Black Ink Cartridge - PG50,"Logitech diNovo Edge, Mac Edition - 920-000924",0,0,0,0,0,0,1.0,0
36001,207934192,Sony 7.1 Channel Black AV Receiver - STRDG920,Sony DVP-NS700H/B DVD Player,0,0,0,0,0,0,1.0,0
36811,203445879,Nikon Pink 10 Megapixel COOLPIX Digital Camera - COOLPIXS60PNK,Monster Game 127961 GameLink(tm) 2M HDMI Digital Video/Audio Cable for PS3,0,0,0,0,0,0,1.0,0
36383,207937885,Speck SeeThru Orange Hard Shell Case For 13' MacBook - MB13ORGSEEV2,Sharp Air Purifier 194 CFM Max - KC-C100U,0,0,0,0,0,0,1.0,0
29072,207900176,Alpine 2-DIN DVD/CD/MP3/WMA Receiver/AV Head Unit - IVAW205,Samsung 6 Series LN19A650 19' LCD TV,0,0,0,0,0,0,1.0,0
28971,202293522,Altec Lansing inMotion iPod Portable Audio System - IM600USB,Sony VAIO SZ Series Docking Station - VGPPRSZ1,0,0,0,0,0,0,1.0,0
37404,204206935,Canon Black EOS 50D Digital SLR Camera With 28-135MM Lens - 50D28135,Panasonic KX-TG1033S Digital Cordless Phone with Three Handsets,0,0,0,0,0,0,1.0,0
34156,207390656,Transcend 4GB Micro Secure Digital Memory Card - TS4GUSDHC6,Sony Handycam HDR-HC9 High Definition Digital Camcorder - HDRHC9,0,0,0,0,0,0,1.0,0
36077,207667994,Samsung 19' Black Flat Panel Series 6 LCD HDTV - LN19A650,Yamaha RX-V663 Home Theater Receiver - RXV663BL,0,0,0,0,0,0,1.0,0
34998,207686035,Samsung 50' Widescreen Plasma HDTV - PN50A650,TOMTOM ONE 130 Carry Bag - 9UEA.017.00,0,0,0,0,0,0,1.0,0
28340,90106210,Whirlpool White Front Load Washer - WFW9200SWH,OmniMount Stainless Steel Speaker Mount - 20.0 WALL-W,0,0,0,0,0,0,1.0,0
37183,202472204,Apple 32GB Black 2nd Generation iPod Touch - MB533LLA,Canon PSC-75 Deluxe Soft Case - 0716B001,0,0,0,0,0,0,1.0,0
5644,203151776,Sony 5 Disc CD Player - CDPCE375,White .5 cu. ft 1500 Watt Convection/Broiler/Toaster Oven,0,0,0,0,0,0,1.0,0
34076,207390654,Onkyo 7.1-Channel Black Home Theater Receiver - TXSR506B,Sony Handycam HDR-SR10 High Definition Digital Camcorder - HDRSR10,0,0,0,0,0,0,1.0,0
26444,208791921,Nyko PlayStation 3 Dual Charger AC - 743840830153,Toshiba XD-E500 Upconversion DVD Player,0,0,0,0,0,0,1.0,0
